,,Run 1 values,,,Run 2 values,,,Run 3 values,,,Cumulative pTau results,,,,Cumulative total Tau results,,,,Cumulative pTau/total Tau results,,,
Well Contents,Average Cell Count,pTau,pTau2,pTau3,Total Tau,Total Tau2,Total Tau3,ptau/total Tau,ptau/total Tau2,ptau/total tau3,Average pTau,St Dev,pvalue,Z score,Average Total Tau,St Dev2,pvalue2,Z score3,Average pTau/total Tau,St Dev3,pvalue3,Z score2
SNF1LK2 s2,365,1.21691,1.05917,1.24869,1.0751,0.91311,0.83077,1.13191,1.15996,1.50305,1.17493,0.1015,0.09629,-0.36283,0.93966,0.12431,0.48899,0.3647,1.26497,0.20666,0.15651,-0.61346
SNRK s1,478,1.06556,0.98613,1.0673,1.02947,0.77946,0.71802,1.03506,1.26515,1.48645,1.03966,0.04637,0.27667,-1.6891,0.84232,0.16497,0.23964,-0.40605,1.26222,0.22571,0.18185,-0.78139
SNRK s2,208,0.90818,0.94736,0,1.03378,0.81989,0,0.87851,1.15547,#DIV/0!,0.61852,0.53601,0.34292,-2.22613,0.92684,0.15124,0.34901,0.26315,1.01699,0.19584,#DIV/0!,-0.94788
SPEC2 s1,64,1.16832,1.49024,0.89388,1.50873,0.79817,0.62311,0.77437,1.86707,1.43453,1.18414,0.29849,0.39717,-1.08864,0.97667,0.46902,0.93919,0.65771,1.35866,0.55029,0.37614,-0.52638
SPEC2 s2,236,0.93462,0.96983,1.05366,0.80955,0.80292,0.84457,1.1545,1.20788,1.24757,0.98604,0.06115,0.73074,-0.9998,0.81901,0.02238,0.00506,-0.59055,1.20332,0.0467,0.01714,-0.62082
SPHK1 s1,467,1.13869,1.33133,1.06931,0.82096,0.73543,0.74902,1.38702,1.81027,1.4276,1.17978,0.13576,0.1488,-0.3328,0.76847,0.04596,0.01288,-0.99071,1.54163,0.23353,0.05674,0.49566
SPHK1 s2,442,0.98595,1.09187,1.02963,0.9586,0.70422,0.82308,1.02853,1.55047,1.25094,1.03581,0.05323,0.36407,-0.82285,0.82863,0.12728,0.14494,-0.5144,1.27665,0.26192,0.20883,-0.34472
SPHK2 s1,333,1.51308,1.78647,2.07746,0.98699,1.02357,1.21249,1.53303,1.74533,1.71338,1.79234,0.28223,0.03979,1.43351,1.07435,0.12102,0.39876,1.43113,1.66391,0.11447,0.00976,0.38046
SPHK2 s2,396,0.99412,1.33465,1.3675,0.88738,1.21027,0.80294,1.12029,1.10277,1.70311,1.23209,0.20674,0.19128,-0.36369,0.96686,0.21498,0.8145,0.58008,1.30873,0.34166,0.25804,-0.55539
SRC s1,206,0.84799,1.29891,1.61321,0.81146,0.99305,0.61256,1.04501,1.308,2.63356,1.25337,0.38464,0.3721,-0.13217,0.80569,0.19031,0.21901,-0.69605,1.66219,0.85144,0.31029,0.84458
SRC s2,215,0.88371,1.16838,1.07854,0.91987,1.06167,0.75091,0.96069,1.10051,1.43631,1.04354,0.14553,0.65592,-0.88938,0.91082,0.15558,0.4254,0.13632,1.16584,0.24444,0.36092,-0.86351
SRPK1 s1,437,0.93485,0.7427,1.35108,0.92419,0.96093,0.97539,1.01153,0.7729,1.38516,1.00954,0.31099,0.96246,-0.49874,0.9535,0.0264,0.09273,0.4743,1.05653,0.3086,0.7811,-0.96571
SRPK1 s2,354,1.09468,1.02356,0.98099,1.02824,0.87339,0.79776,1.06462,1.17194,1.22969,1.03308,0.05744,0.42363,-0.65519,0.89979,0.11749,0.27765,0.04904,1.15542,0.08377,0.08472,-0.7521
SRPK2 s1,393,0.98289,1.05128,1.2194,0.93667,0.9982,0.70422,1.04935,1.05318,1.73157,1.08452,0.12171,0.3521,-0.31742,0.8797,0.15505,0.31115,-0.11009,1.27803,0.39278,0.34495,-0.18295
SRPK2 s2,402,1.06214,0.63044,1.62373,0.90804,0.88325,1.05486,1.1697,0.71377,1.53928,1.10543,0.49806,0.74903,-0.14284,0.94872,0.09275,0.43932,0.43642,1.14092,0.41351,0.61483,-0.72108
STK10 s1,30,1.26897,1.04058,0.90737,1.20213,1.1486,1.03655,1.0556,0.90595,0.87538,1.07231,0.18287,0.56416,-0.63081,1.12909,0.0845,0.11804,1.86457,0.94564,0.09645,0.43192,-1.68981
STK10 s2,56,1.2243,1.0533,0.74077,1.20559,0.73852,1.02417,1.01552,1.42624,0.72329,1.00613,0.24519,0.96941,-0.77673,0.98943,0.23547,0.94509,0.75872,1.05502,0.35314,0.81257,-1.15247
STK11 s1,446,0.94764,1.05355,1.05552,0.98602,0.95681,0.75236,0.96108,1.10111,1.40295,1.0189,0.06172,0.64879,-0.84669,0.89839,0.12731,0.301,0.03796,1.15505,0.22582,0.3564,-0.82695
STK11 s2,170,1.17309,1.04999,1.16809,1.23037,0.8967,0.93034,0.95344,1.17095,1.25556,1.13039,0.06968,0.08344,0.27402,1.01913,0.1837,0.87346,0.99393,1.12665,0.15585,0.29457,-0.51533
STK11IP s1,138,0.87542,0.88963,2.34714,1.00266,0.6982,0.68825,0.8731,1.27416,3.41032,1.37073,0.84563,0.52694,0.38151,0.79637,0.17872,0.18716,-0.76985,1.85253,1.36391,0.39213,1.5111
STK11IP s2,113,1.07096,0.88428,1.45448,0.93217,0.71828,0.67595,1.14889,1.23111,2.15176,1.13657,0.29071,0.50129,-0.43803,0.77546,0.13735,0.10538,-0.93536,1.51059,0.55679,0.25315,0.48582
STK16 s1,18,1.38476,0.84433,1.0197,1.0637,0.92696,0.74365,1.30183,0.91085,1.3712,1.08293,0.27571,0.65433,-0.73341,0.91144,0.16059,0.44029,0.14125,1.19463,0.24819,0.30731,-0.82517
STK16 s2,142,0.79653,0.84953,0.67059,0.78421,0.90883,0.81154,1.01571,0.93474,0.82632,0.77222,0.09192,0.05022,-1.59995,0.83486,0.0655,0.04865,-0.46507,0.92559,0.09503,0.30783,-1.41022
STK17A s1,414,1.02932,0.84282,0.84839,1.03708,0.96867,0.78775,0.99252,0.87008,1.07699,0.90684,0.10611,0.26773,-0.84949,0.93117,0.12883,0.45243,0.29743,0.97986,0.10403,0.76931,-1.12651
STK17A s2,444,1.00612,0.70131,0.85355,0.78638,0.89536,0.71063,1.27943,0.78328,1.20112,0.85366,0.1524,0.23818,-1.41245,0.79746,0.09286,0.06347,-0.76123,1.08794,0.26674,0.62559,-0.90065
STK17B s1,409,0.85944,0.78127,1.1866,0.94832,0.78225,0.99173,0.90628,0.99875,1.19649,0.94244,0.21503,0.68845,-1.44461,0.90743,0.11056,0.28409,0.10953,1.03384,0.14825,0.73078,-1.42523
STK17B s2,326,1.00544,0.96858,0.87311,0.91093,0.73385,0.69783,1.10376,1.31986,1.25119,0.94905,0.06829,0.32544,-0.69207,0.78087,0.11406,0.07967,-0.89257,1.22494,0.11042,0.07178,-0.17673
MAP2K1IP1 s1,436,1.45006,1.3805,1.34738,0.80465,0.88687,0.8028,1.80211,1.55659,1.67836,1.39265,0.05241,0.00589,-0.55837,0.83144,0.04802,0.026,-0.49216,1.67902,0.12276,0.01072,0.35152
STK19 s2,359,1.64542,0.77865,1.48035,0.90025,0.56356,0.7527,1.82774,1.38166,1.96673,1.30147,0.46024,0.37424,0.04867,0.73883,0.16877,0.11557,-1.22538,1.72538,0.30567,0.05441,1.02117
STK22B s1,437,1.04508,0.87517,1.54221,0.97274,0.87141,0.85511,1.07437,1.00432,1.80353,1.15416,0.34664,0.52168,-0.1073,0.89975,0.06373,0.11245,0.04872,1.29407,0.44259,0.36882,-0.24717
STK22B s2,433,1.19997,0.92754,0,0.96743,0.78381,0,1.24037,1.18337,#DIV/0!,0.70917,0.62909,0.50729,-2.65634,0.87562,0.12984,0.29567,-0.14235,1.21187,0.04031,#DIV/0!,-0.67575
STK22D s1,330,0.80453,1.16802,1.26618,0.96853,1.01571,0.83714,0.83066,1.14995,1.51251,1.07958,0.2432,0.62801,-0.9729,0.94046,0.09254,0.38108,0.37104,1.16438,0.34115,0.49178,-1.01241
STK22D s2,334,0.74064,1.21229,0,0.7704,1.03339,0,0.96137,1.17312,#DIV/0!,0.65098,0.6111,0.42681,-2.78467,0.9019,0.18596,0.32724,0.06568,1.06724,0.14973,#DIV/0!,-1.1856
STK24 s1,9,0.82386,0.99387,1.02739,0.5672,0.87267,0.75704,1.4525,1.13889,1.35711,0.94837,0.10913,0.49866,-1.20374,0.7323,0.15423,0.09512,-1.27708,1.31616,0.16077,0.07644,-0.15772
STK24 s2,282,0.76949,1.13412,0.55658,0.7249,1.04678,1.01717,1.06151,1.08343,0.54719,0.82006,0.29207,0.39769,-1.79725,0.92962,0.17791,0.56396,0.28517,0.89738,0.30347,0.61735,-1.83594
STK25 s1,114,0.93204,1.57163,1.04577,0.92183,0.96681,1.14449,1.01107,1.62559,0.91374,1.18315,0.34121,0.45068,-1.06382,1.01104,0.11773,0.88589,0.92986,1.18347,0.38597,0.49687,-1.01972
STK25 s2,59,0.95758,0.89526,0.63456,0.74713,0.95607,0.87324,1.28167,0.93639,0.72667,0.82913,0.17136,0.2263,-1.72689,0.85882,0.10521,0.14572,-0.2754,0.98158,0.28025,0.91975,-1.46223
STK29 s1,296,1.04004,1.52979,1.08755,1.01431,1.02386,0.89075,1.02537,1.49414,1.22093,1.21913,0.27009,0.29515,-1.37179,0.97631,0.07425,0.63599,0.65485,1.24681,0.23545,0.21109,-0.97879
STK29 s2,418,0.92267,0.98226,0.91474,0.82807,0.93113,0.64138,1.11424,1.05491,1.42622,0.93989,0.03691,0.10606,-0.83576,0.80019,0.14688,0.14258,-0.73957,1.19846,0.19947,0.22698,-0.35753
STK3 s1,327,0.82042,0.86366,0.93842,0.76365,1.07865,0.73577,1.07434,0.80068,1.27544,0.87417,0.0597,0.06752,-1.02258,0.85936,0.19042,0.32916,-0.27114,1.05015,0.2383,0.7504,-0.85547
STK3 s2,140,0.73178,1.00687,0.73432,0.83789,1.29027,1.15381,0.87336,0.78036,0.63643,0.82432,0.1581,0.19416,-1.30723,1.09399,0.23205,0.5556,1.58662,0.76338,0.11937,0.07537,-2.03808
STK31 s1,63,1.4813,1.25117,1.04953,1.74953,0.95159,0.86387,0.84668,1.31483,1.21493,1.26067,0.21604,0.17181,-0.12497,1.18833,0.48799,0.57267,2.33354,1.12548,0.24656,0.47103,-1.18852
STK31 s2,269,0.95875,1.3377,0.77257,1.11709,0.77983,1.08073,0.85825,1.71537,0.71486,1.023,0.28799,0.90264,-0.44962,0.99255,0.18512,0.95077,0.78345,1.09616,0.54102,0.7873,-0.82505
STK32B s1,431,1.27967,1.03122,1.47208,0.89953,0.67866,0.78822,1.4226,1.51949,1.86759,1.26099,0.22102,0.17749,0.69149,0.7888,0.11044,0.08032,-0.82976,1.60323,0.23402,0.04668,1.21316
STK32B s2,315,1.01158,0.59913,1.3144,1.07171,0.64155,0.87195,0.94389,0.93387,1.50743,0.97503,0.35904,0.91515,-1.61437,0.86174,0.21526,0.38172,-0.25229,1.1284,0.32829,0.56799,-1.18127
STK33 s1,400,1.54743,0.81989,1.09542,0.97548,0.74722,0.79211,1.58632,1.09725,1.38292,1.15425,0.36732,0.54264,0.2872,0.83827,0.12093,0.14649,-0.43808,1.3555,0.24569,0.12909,0.30576
STK33 s2,412,0.93846,0.99346,0,0.8419,0.93666,0,1.1147,1.06064,#DIV/0!,0.64398,0.55838,0.38452,-2.52199,0.88928,0.06701,0.30481,-0.0342,1.08767,0.03822,#DIV/0!,-0.89887
STK38 s1,423,1.3623,1.60117,0.99314,0.86225,0.73008,0.55646,1.57994,2.19315,1.78475,1.31887,0.30633,0.21318,-0.24695,0.71626,0.15336,0.08513,-1.40411,1.85261,0.31219,0.0419,1.31591
STK38 s2,367,1.28675,1.05363,1.19197,0.81721,0.83542,0.64646,1.57456,1.26119,1.84383,1.17745,0.11724,0.11989,-0.67803,0.76637,0.10424,0.0604,-1.00739,1.55986,0.2916,0.07976,0.34252
STK38L s1,364,1.19337,1.14739,1.7734,1.14115,1.15347,1.10484,1.04576,0.99473,1.60511,1.37139,0.34891,0.20655,-0.5577,1.13316,0.02528,0.0118,1.89672,1.2152,0.33864,0.38579,-1.09128
STK38L s2,339,1.1124,0.89526,1.69456,1.11306,0.97815,1.3234,0.9994,0.91525,1.28046,1.23407,0.41331,0.43006,0.0517,1.13821,0.17399,0.30269,1.9367,1.06504,0.19125,0.61552,-1.3326
STK39 s1,159,1.19903,1.34705,1.08049,1.02822,0.93457,0.84431,1.16613,1.44136,1.27973,1.20886,0.13355,0.11355,-0.36654,0.9357,0.09196,0.34954,0.33333,1.29574,0.13831,0.0658,-0.51969
STK39 s2,284,1.04238,1.294,0.83392,1.03937,1.16869,1.15288,1.0029,1.10722,0.72334,1.05676,0.23038,0.71109,-0.56351,1.12031,0.07055,0.09804,1.79505,0.94448,0.19849,0.67593,-1.6798
STK4 s1,131,0.92768,1.18397,0.90155,0.80395,0.74519,0.67455,1.1539,1.58882,1.33652,1.0044,0.15606,0.96549,-0.80263,0.74123,0.06479,0.02027,-1.20641,1.35975,0.21839,0.10402,0.10903
STK4 s2,335,0.85679,1.28215,0.58183,0.83667,0.95288,1.25089,1.02404,1.34556,0.46513,0.90692,0.35284,0.69256,-1.03313,1.01348,0.21366,0.92296,0.94917,0.94491,0.44551,0.85026,-1.42993
STK6 s1,99,0.81116,0.68923,1.14078,0.74643,0.69004,1.16665,1.08672,0.99882,0.97783,0.88039,0.2336,0.46872,-1.6115,0.86771,0.26042,0.47173,-0.20502,1.02112,0.05777,0.59128,-1.38249
STK6 s2,124,1.02738,1.34186,1.02544,1.16801,0.60041,1.0456,0.8796,2.23493,0.98072,1.13156,0.18213,0.3374,-0.5186,0.938,0.29871,0.75364,0.35157,1.36508,0.755,0.49043,-0.16279
SYK s1,236,1.15873,1.46914,1.09948,1.10967,1.13707,0.9692,1.04421,1.29205,1.13441,1.24245,0.19855,0.16871,0.27607,1.07198,0.09005,0.30046,1.41234,1.15689,0.12544,0.16264,-0.83055
SYK s2,260,1.068,1.25376,1.17495,1.04981,1.3208,0.80854,1.01733,0.94924,1.45317,1.16557,0.09323,0.09143,-0.66763,1.05972,0.25628,0.72556,1.31527,1.13992,0.27342,0.46894,-1.16977
TAO1 s1,121,0.86655,0.96298,0.89886,0.78109,0.83454,0.77616,1.10942,1.1539,1.15808,0.90946,0.04908,0.08558,-0.9882,0.79726,0.03238,0.0084,-0.76275,1.14047,0.02697,0.01206,-0.59361
TAO1 s2,235,0.54686,1.10612,0.62916,0.56181,0.8415,0.8742,0.97338,1.31447,0.7197,0.76071,0.30195,0.30353,-1.60564,0.75917,0.1717,0.13576,-1.06438,1.00252,0.29845,0.98966,-1.05936
TAOK3 s1,102,1.39559,1.16267,1.17255,1.15995,1.07391,1.32231,1.20314,1.08266,0.88674,1.2436,0.13171,0.08518,0.59913,1.18539,0.12614,0.12584,2.31029,1.05751,0.15969,0.59642,-1.05916
TAOK3 s2,4,0,1.38409,1.11804,0,1.30117,1.09814,#DIV/0!,1.06373,1.01812,0.83405,0.73445,0.73329,-2.59342,1.19966,0.14356,0.66938,2.42325,1.04093,0.03225,#DIV/0!,-1.76003
TBK1 s1,105,0.95836,0.65453,1.04425,0.98954,1.0144,0.72536,0.9685,0.64524,1.43962,0.88571,0.20476,0.43567,-1.43475,0.90976,0.16018,0.43211,0.12799,1.01779,0.39948,0.94554,-1.31878
TBK1 s2,323,1.09434,1.19815,0.69607,0.8655,0.78842,1.06429,1.2644,1.51968,0.65402,0.99619,0.26504,0.98238,-1.02248,0.90607,0.14234,0.37142,0.09874,1.14604,0.4448,0.62693,-0.87426
TEC s1,191,0.94569,1.09873,0.92131,0.8842,1.02806,1.04524,1.06954,1.06874,0.88143,0.98857,0.09617,0.85599,-0.57807,0.98583,0.08843,0.80746,0.73026,1.00657,0.10837,0.92596,-1.1397
TEC s2,166,0.7577,1.00109,0.7673,0.79622,0.88059,0.95982,0.95162,1.13685,0.79942,0.84203,0.13783,0.18555,-1.44364,0.87888,0.08181,0.12434,-0.11657,0.96263,0.16898,0.73858,-1.41007
TEK s1,286,1.04053,1.01696,1.16964,0.85363,0.9809,1.08486,1.21895,1.03676,1.07815,1.07571,0.0822,0.25168,-0.71612,0.97313,0.11581,0.72666,0.62969,1.11129,0.09551,0.18104,-1.08191
TEK s2,203,0.95712,1.35621,0.85038,0.94362,1.02151,1.00623,1.0143,1.32765,0.84511,1.05457,0.26663,0.75686,-0.61476,0.99046,0.04127,0.72748,0.76687,1.06236,0.24483,0.70223,-1.21509
TESK1 s1,233,1.02651,0.8665,2.06052,0.80255,0.76292,0.79564,1.27906,1.13577,2.58975,1.31784,0.64813,0.48512,0.84751,0.78704,0.02117,0.00328,-0.84374,1.66819,0.8013,0.28548,1.37715
TESK1 s2,92,0.92842,1.16407,0.91492,0.85237,0.81914,0.6689,1.08922,1.42109,1.36779,1.00247,0.14011,0.97842,-0.70711,0.78014,0.09776,0.06002,-0.89836,1.2927,0.17822,0.10456,-0.10416
TESK2 s1,261,0.94317,1.05409,1.05739,0.96054,0.92378,1.07948,0.98192,1.14106,0.97953,1.01822,0.06501,0.67536,-0.79566,0.98793,0.08139,0.82136,0.74691,1.03417,0.09258,0.58806,-1.32331
TESK2 s2,118,1.13819,0.89699,0.97573,1.13473,1.01907,0.9452,1.00305,0.8802,1.0323,1.00364,0.123,0.9638,-0.34522,1.033,0.09553,0.61034,1.10373,0.97185,0.08071,0.60719,-1.12884
TGFBR1 s1,391,0.89879,0.97692,1.04711,0.65571,0.75174,1.36776,1.37072,1.29955,0.76557,0.97427,0.0742,0.60912,-0.88972,0.92507,0.38638,0.7689,0.24915,1.14528,0.33076,0.52626,-0.72961
TGFBR1 s2,232,0.78337,1.12299,0.8171,0.79952,0.8288,0.93067,0.9798,1.35496,0.87797,0.90782,0.1871,0.48337,-1.14653,0.85299,0.06884,0.06595,-0.3215,1.07091,0.25121,0.67325,-0.98288
TGFBR2 s1,289,0.99127,1.00665,0.79922,0.85412,0.79652,1.3848,1.16057,1.26381,0.57714,0.93238,0.11557,0.41753,-1.45161,1.01181,0.3243,0.95543,0.93597,1.00051,0.37026,0.99832,-1.52535
TGFBR2 s2,160,0.84399,1.22398,1.23219,0.87519,1.00299,1.21602,0.96435,1.22033,1.0133,1.10005,0.2218,0.51641,-0.25423,1.0314,0.17218,0.78203,1.09104,1.06599,0.13588,0.48877,-1.08132
TK1 s1,442,1.13372,0.93255,1.2807,1.0208,0.85259,0.62613,1.11061,1.09379,2.04543,1.11566,0.17478,0.37037,-0.31088,0.83317,0.19805,0.28196,-0.47845,1.41661,0.54464,0.31631,0.26183
TK1 s2,411,0.82027,0.95512,1.11921,0.94886,1.0832,0.78035,0.86449,0.88175,1.43426,0.96487,0.14971,0.72377,-1.2322,0.93747,0.15175,0.54945,0.34733,1.06016,0.32409,0.77829,-1.24449
TK2 s1,439,0.92644,0.94462,1.08847,0.88695,0.7238,0.67114,1.04451,1.30509,1.62182,0.98651,0.08877,0.81703,-0.49005,0.76063,0.11252,0.0664,-1.0528,1.32381,0.28911,0.19193,0.23164
TK2 s2,412,1.21773,0.91397,0.90762,0.97712,0.74398,0.71751,1.24625,1.22849,1.26496,1.01311,0.17724,0.90979,-1.21535,0.81287,0.14286,0.15137,-0.63918,1.24656,0.01824,0.00182,-0.6849
TLK1 s1,100,1.05719,0.68411,1.09431,0.92114,1.22266,0.73115,1.1477,0.55952,1.49671,0.9452,0.22688,0.71634,-0.78929,0.95832,0.24786,0.79826,0.5124,1.06798,0.47365,0.82688,-0.87994
TLK1 s2,98,1.07142,0.77416,0.72258,1.21183,1.09364,1.3406,0.88413,0.70788,0.53899,0.85605,0.18829,0.31652,-1.30693,1.21536,0.12352,0.09439,2.54756,0.71033,0.17258,0.10076,-2.41993
TNIK s1,142,0.92966,1.26728,0.9583,0.86862,0.81868,0.8151,1.07027,1.54796,1.1757,1.05175,0.18721,0.67933,-0.34433,0.83413,0.02992,0.01067,-0.47085,1.26464,0.25096,0.20931,-0.15008
TNIK s2,63,0.93516,0.94377,0.86079,0.54288,1.17421,0.90922,1.72261,0.80375,0.94674,0.91324,0.04562,0.08113,-0.80867,0.87544,0.31702,0.56637,-0.14382,1.1577,0.49442,0.63614,-0.40676
TNK1 s1,180,0.95825,0.75904,0.92033,0.99163,0.81781,1.12248,0.96633,0.92813,0.8199,0.8792,0.10578,0.18655,-0.95122,0.97731,0.15284,0.82111,0.66278,0.90479,0.07596,0.16208,-1.39441
TNK1 s2,74,0.89603,0.9748,0.80218,0.64587,0.76745,0.99331,1.38732,1.27018,0.80759,0.891,0.08642,0.16055,-1.00402,0.80221,0.17631,0.19147,-0.7236,1.15503,0.30654,0.47343,-0.47832
TNK2 s1,95,1.08919,1.58313,1.828,1.09997,1.14133,1.08872,0.9902,1.38709,1.67904,1.50011,0.37634,0.14798,1.21058,1.11001,0.02771,0.0205,1.71343,1.35211,0.34575,0.21979,-0.28554
TNK2 s2,5,2.42403,1.55062,1.3367,1.57795,1.31258,0.89892,1.53619,1.18135,1.487,1.77045,0.57604,0.14647,0.23416,1.26315,0.3422,0.31439,2.92596,1.40151,0.19225,0.06864,-1.4006
TNNI3K s1,236,1.02713,1.76557,1.14028,1.02261,0.78261,0.75377,1.00442,2.256,1.51277,1.31099,0.39772,0.30834,0.70616,0.853,0.1476,0.22666,-0.32148,1.59106,0.62946,0.24538,0.96203
TNNI3K s2,49,1.3852,0.99092,1.1099,0.73099,1.025,0.78599,1.89496,0.96675,1.4121,1.16201,0.20224,0.29967,-0.33382,0.84733,0.15631,0.23277,-0.36635,1.4246,0.46423,0.254,0.10051
TPK1 s1,404,1.19701,1.2245,1.48787,0.93716,0.84493,0.77,1.27728,1.44924,1.93229,1.30313,0.16058,0.08218,1.05153,0.8507,0.08373,0.09078,-0.33969,1.55293,0.3396,0.1061,1.11919
TPK1 s2,391,0.97752,0.92291,1.541,0.95992,0.86758,0.87727,1.01834,1.06378,1.75659,1.14714,0.34218,0.53401,0.17879,0.90159,0.05075,0.07836,0.06326,1.27957,0.41374,0.36244,-0.07118
TRAD s1,404,0.91511,1.13026,1.49285,0.92883,0.89212,0.87858,0.98522,1.26693,1.69916,1.1794,0.29199,0.39872,0.05857,0.89984,0.026,0.02174,0.04944,1.3171,0.3596,0.26624,-0.14025
TRAD s2,406,1.34802,1.22647,1.15311,1.06077,0.7884,0.76846,1.2708,1.55564,1.50054,1.24253,0.09844,0.05077,-0.65646,0.87254,0.16331,0.30903,-0.16672,1.44233,0.15108,0.03676,-0.13174
TSKS s1,73,1.32843,1.55204,0.83417,1.14585,0.90499,0.71584,1.15934,1.71499,1.1653,1.23821,0.36734,0.37807,-0.80978,0.92223,0.21553,0.59576,0.22665,1.34654,0.3191,0.20071,-0.49577
TSKS s2,50,1.15231,1.21522,1.63752,0.7774,1.12477,0.66474,1.48227,1.08041,2.46342,1.33502,0.26386,0.1589,0.46997,0.85563,0.23979,0.40653,-0.3006,1.67537,0.71144,0.24185,1.02495
TTBK1 s1,403,1.15946,1.2463,1.14139,0.9173,0.8124,0.55806,1.264,1.5341,2.04529,1.18238,0.05609,0.03011,-0.24061,0.76259,0.18473,0.15593,-1.03733,1.61446,0.3968,0.11543,0.84781
TTBK1 s2,379,1.38395,1.01569,0,0.86134,0.97318,0,1.60673,1.04368,#DIV/0!,0.79988,0.71677,0.67645,-2.34207,0.91726,0.07908,0.33373,0.18736,1.3252,0.39814,#DIV/0!,-0.3711
TTBK2 s1,389,0.96596,0.66846,1.12119,0.7945,0.65598,0.69108,1.21581,1.01903,1.62238,0.91854,0.23006,0.60212,-1.60335,0.71385,0.07201,0.02047,-1.42319,1.28574,0.30769,0.249,-0.47885
TTBK2 s2,432,1.07108,0.97492,0,0.81456,1.14492,0,1.31492,0.85152,#DIV/0!,0.682,0.59258,0.45077,-2.1269,0.97974,0.2336,0.41523,0.68205,1.08322,0.32767,#DIV/0!,-0.81148
TTK s1,8,0.8964,1.40564,1.56133,0.40778,1.48741,0.579,2.19824,0.94503,2.69659,1.28779,0.34778,0.28817,0.36484,0.82473,0.58025,0.65304,-0.54527,1.94662,0.90248,0.2109,2.2389
TTK s2,284,1.01781,0.99186,1.57312,0.86121,1.37016,0.66875,1.18184,0.7239,2.35232,1.19427,0.32836,0.41325,-0.27208,0.96671,0.36241,0.8882,0.57884,1.41935,0.83979,0.47826,0.00326
TYK2 s1,263,0.73632,0.58284,0.81537,0.60067,0.60631,1.01041,1.22583,0.96129,0.80696,0.71151,0.11823,0.05168,-1.80635,0.73913,0.23495,0.19438,-1.22303,0.99803,0.21184,0.9886,-1.05064
TYK2 s2,77,0.60966,0.93037,0.78293,0.60196,0.72378,0.84564,1.0128,1.28543,0.92584,0.77432,0.16053,0.13526,-1.64285,0.72379,0.12184,0.05917,-1.34448,1.07469,0.18761,0.56175,-0.83866
TYRO3 s1,19,1.06638,0.73709,1.33259,0.77228,0.82009,1.02705,1.38082,0.89879,1.29749,1.04535,0.29831,0.81695,-0.68775,0.87314,0.13542,0.24615,-0.162,1.19237,0.25764,0.32515,-0.668
TYRO3 s2,78,0.93531,1.01152,1.1324,0.93898,1.0426,0.82031,0.99609,0.9702,1.38045,1.02641,0.09938,0.69051,-0.22923,0.93396,0.11123,0.4119,0.31958,1.11558,0.22975,0.47544,-0.54973
UCK1 s1,293,1.34791,0.78885,0.44188,1.03921,0.96108,0.59382,1.29706,0.82079,0.74413,0.85955,0.45713,0.64781,-1.21814,0.8647,0.23782,0.42832,-0.22881,0.95399,0.29956,0.81515,-1.33932
UCK1 s2,397,0.91005,0.70027,0.65725,0.84044,0.82936,0.59944,1.08283,0.84435,1.09644,0.75586,0.13526,0.08888,-1.61045,0.75641,0.13606,0.09015,-1.08619,1.00787,0.14178,0.93215,-1.02655
UGP2 s1,438,1.00436,1.25404,1.53134,0.96594,0.81936,0.89324,1.03977,1.53052,1.71436,1.26324,0.26361,0.22584,-0.34911,0.89285,0.07329,0.12694,-0.00595,1.42821,0.34874,0.16729,-0.20133
UGP2 s2,474,1.01146,1.06284,1.51306,0.92931,1.14587,1.03617,1.08841,0.92754,1.46023,1.19579,0.27596,0.3441,0.58373,1.03712,0.10828,0.61291,1.13632,1.15873,0.27322,0.42026,-0.40286
ULK1 s1,6,0.69827,1.13331,1.59999,0.3472,0.90264,0.86814,2.01111,1.25555,1.84301,1.14386,0.45096,0.63609,-0.52522,0.706,0.3112,0.24341,-1.48537,1.70322,0.3967,0.09172,1.12818
ULK1 s2,171,1.05614,0.9927,1.28023,1.15765,0.98547,0.78037,0.91231,1.00734,1.64054,1.10969,0.15106,0.33545,-0.43202,0.9745,0.18888,0.83684,0.64051,1.18673,0.39587,0.49977,-0.71022
ULK2 s1,38,0.89797,0.49459,1.19268,0.45655,0.61453,0.88512,1.96688,0.80483,1.34747,0.86174,0.35045,0.56495,-1.11462,0.65207,0.21674,0.10867,-1.91238,1.37306,0.58145,0.38214,0.43105
ULK2 s2,67,1.36618,0.2891,0.90825,1.29802,0.43434,1.31553,1.05251,0.6656,0.6904,0.85451,0.54055,0.68693,-1.61799,1.01597,0.50378,0.96121,0.96886,0.80284,0.21658,0.25556,-2.23824
UMP-CMP s1,428,0.91942,1.51922,0.88816,0.84378,0.76807,0.84957,1.08964,1.97797,1.04542,1.10893,0.35566,0.64879,-0.4086,0.82047,0.04548,0.02073,-0.57899,1.37101,0.52611,0.34636,0.05301
UMP-CMP s2,380,1.06776,0.67654,1.19941,0.96023,0.84623,0.88223,1.11198,0.79947,1.35952,0.98123,0.27196,0.91579,-0.8882,0.89623,0.05828,0.091,0.02082,1.09033,0.28065,0.63329,-0.97871
UMPK s1,405,1.0456,0.93453,0.76456,0.88948,0.94292,0.85452,1.17551,0.99111,0.89472,0.9149,0.14155,0.40705,-1.10802,0.89564,0.04452,0.05565,0.01616,1.02045,0.14268,0.82713,-1.19266
